standardHomeTeamName,standardAwayTeamName,FTR,datestamp,homeTeamForm,awayTeamForm
WIGAN,CHELSEA,A,2005-08-14,0.0,13.0
BIRMINGHAM,MANCITY,A,2005-08-20,7.0,11.0
BLACKBURN,FULHAM,H,2005-08-20,4.0,7.0
CHARLTON,WIGAN,H,2005-08-20,7.0,0.0
LIVERPOOL,SUNDERLAND,H,2005-08-20,8.0,0.0
MANUNITED,ASTONVILLA,H,2005-08-20,10.0,1.0
NEWCASTLE,WESTHAM,D,2005-08-20,5.0,11.0
TOTTENHAM,MIDDLESBROUGH,H,2005-08-20,10.0,6.0
WESTBROM,PORTSMOUTH,H,2005-08-20,8.0,1.0
BOLTON,EVERTON,A,2005-08-21,5.0,6.0
CHELSEA,ARSENAL,H,2005-08-21,13.0,9.0
BIRMINGHAM,MIDDLESBROUGH,A,2005-08-23,4.0,8.0
PORTSMOUTH,ASTONVILLA,D,2005-08-23,2.0,2.0
SUNDERLAND,MANCITY,A,2005-08-23,0.0,11.0
ARSENAL,FULHAM,H,2005-08-24,9.0,7.0
BLACKBURN,TOTTENHAM,D,2005-08-24,5.0,8.0
BOLTON,NEWCASTLE,H,2005-08-24,8.0,2.0
CHELSEA,WESTBROM,H,2005-08-24,13.0,8.0
ASTONVILLA,BLACKBURN,H,2005-08-27,5.0,5.0
FULHAM,EVERTON,H,2005-08-27,7.0,3.0
MANCITY,PORTSMOUTH,H,2005-08-27,11.0,1.0
TOTTENHAM,CHELSEA,A,2005-08-27,8.0,13.0
WESTBROM,BIRMINGHAM,A,2005-08-27,7.0,7.0
WESTHAM,BOLTON,A,2005-08-27,8.0,10.0
WIGAN,SUNDERLAND,H,2005-08-27,3.0,0.0
MIDDLESBROUGH,CHARLTON,A,2005-08-28,5.0,10.0
NEWCASTLE,MANUNITED,A,2005-08-28,2.0,12.0
BIRMINGHAM,CHARLTON,A,2005-09-10,4.0,13.0
CHELSEA,SUNDERLAND,H,2005-09-10,15.0,0.0
EVERTON,PORTSMOUTH,A,2005-09-10,3.0,4.0
MANUNITED,MANCITY,D,2005-09-10,13.0,11.0
MIDDLESBROUGH,ARSENAL,H,2005-09-10,7.0,6.0
NEWCASTLE,FULHAM,D,2005-09-10,2.0,5.0
TOTTENHAM,LIVERPOOL,D,2005-09-10,8.0,8.0
WESTBROM,WIGAN,A,2005-09-10,4.0,6.0
BOLTON,BLACKBURN,D,2005-09-11,8.0,5.0
WESTHAM,ASTONVILLA,H,2005-09-12,8.0,5.0
ASTONVILLA,TOTTENHAM,D,2005-09-17,5.0,6.0
CHARLTON,CHELSEA,A,2005-09-17,12.0,15.0
FULHAM,WESTHAM,A,2005-09-17,4.0,10.0
PORTSMOUTH,BIRMINGHAM,D,2005-09-17,5.0,4.0
SUNDERLAND,WESTBROM,D,2005-09-17,1.0,4.0
BLACKBURN,NEWCASTLE,A,2005-09-18,5.0,5.0
LIVERPOOL,MANUNITED,D,2005-09-18,9.0,11.0
MANCITY,BOLTON,A,2005-09-18,10.0,10.0
WIGAN,MIDDLESBROUGH,D,2005-09-18,7.0,7.0
ARSENAL,EVERTON,H,2005-09-19,9.0,3.0
BIRMINGHAM,LIVERPOOL,D,2005-09-24,5.0,7.0
BOLTON,PORTSMOUTH,H,2005-09-24,13.0,5.0
CHELSEA,ASTONVILLA,H,2005-09-24,15.0,5.0
EVERTON,WIGAN,A,2005-09-24,3.0,10.0
MANUNITED,BLACKBURN,A,2005-09-24,8.0,5.0
NEWCASTLE,MANCITY,H,2005-09-24,7.0,7.0
WESTBROM,CHARLTON,A,2005-09-24,1.0,12.0
WESTHAM,ARSENAL,D,2005-09-24,8.0,7.0
MIDDLESBROUGH,SUNDERLAND,A,2005-09-25,7.0,4.0
TOTTENHAM,FULHAM,H,2005-09-26,6.0,4.0
BLACKBURN,WESTBROM,H,2005-10-01,7.0,1.0
CHARLTON,TOTTENHAM,A,2005-10-01,9.0,8.0
FULHAM,MANUNITED,A,2005-10-01,4.0,8.0
PORTSMOUTH,NEWCASTLE,D,2005-10-01,5.0,8.0
SUNDERLAND,WESTHAM,D,2005-10-01,5.0,8.0
ARSENAL,BIRMINGHAM,H,2005-10-02,10.0,5.0
ASTONVILLA,MIDDLESBROUGH,A,2005-10-02,4.0,7.0
LIVERPOOL,CHELSEA,A,2005-10-02,6.0,15.0
MANCITY,EVERTON,H,2005-10-02,7.0,0.0
WIGAN,BOLTON,H,2005-10-02,13.0,10.0
CHELSEA,BOLTON,H,2005-10-15,15.0,7.0
LIVERPOOL,BLACKBURN,H,2005-10-15,6.0,7.0
MIDDLESBROUGH,PORTSMOUTH,D,2005-10-15,8.0,6.0
SUNDERLAND,MANUNITED,A,2005-10-15,5.0,8.0
TOTTENHAM,EVERTON,H,2005-10-15,11.0,0.0
WESTBROM,ARSENAL,H,2005-10-15,4.0,7.0
WIGAN,NEWCASTLE,H,2005-10-15,13.0,8.0
BIRMINGHAM,ASTONVILLA,A,2005-10-16,2.0,4.0
MANCITY,WESTHAM,H,2005-10-16,7.0,8.0
CHARLTON,FULHAM,D,2005-10-17,7.0,2.0
ARSENAL,MANCITY,H,2005-10-22,10.0,6.0
ASTONVILLA,WIGAN,A,2005-10-22,4.0,13.0
BLACKBURN,BIRMINGHAM,H,2005-10-22,9.0,2.0
FULHAM,LIVERPOOL,H,2005-10-22,4.0,5.0
MANUNITED,TOTTENHAM,D,2005-10-22,8.0,11.0
PORTSMOUTH,CHARLTON,A,2005-10-22,3.0,7.0
BOLTON,WESTBROM,H,2005-10-23,9.0,4.0
EVERTON,CHELSEA,D,2005-10-23,1.0,13.0
NEWCASTLE,SUNDERLAND,H,2005-10-23,10.0,5.0
WESTHAM,MIDDLESBROUGH,H,2005-10-23,8.0,5.0
BIRMINGHAM,EVERTON,A,2005-10-29,1.0,4.0
CHARLTON,BOLTON,A,2005-10-29,7.0,9.0
CHELSEA,BLACKBURN,H,2005-10-29,13.0,9.0
LIVERPOOL,WESTHAM,H,2005-10-29,7.0,5.0
MIDDLESBROUGH,MANUNITED,H,2005-10-29,7.0,7.0
SUNDERLAND,PORTSMOUTH,A,2005-10-29,4.0,5.0
TOTTENHAM,ARSENAL,D,2005-10-29,11.0,8.0
WIGAN,FULHAM,H,2005-10-29,15.0,4.0
WESTBROM,NEWCASTLE,A,2005-10-30,3.0,10.0
MANCITY,ASTONVILLA,H,2005-10-31,9.0,3.0
ARSENAL,SUNDERLAND,H,2005-11-05,10.0,1.0
ASTONVILLA,LIVERPOOL,A,2005-11-05,3.0,9.0
BLACKBURN,CHARLTON,H,2005-11-05,9.0,4.0
FULHAM,MANCITY,H,2005-11-05,7.0,9.0
NEWCASTLE,BIRMINGHAM,H,2005-11-05,10.0,0.0
PORTSMOUTH,WIGAN,A,2005-11-05,5.0,15.0
WESTHAM,WESTBROM,H,2005-11-05,7.0,3.0
EVERTON,MIDDLESBROUGH,H,2005-11-06,7.0,7.0
MANUNITED,CHELSEA,H,2005-11-06,10.0,10.0
BOLTON,TOTTENHAM,H,2005-11-07,9.0,8.0
CHARLTON,MANUNITED,A,2005-11-19,4.0,10.0
CHELSEA,NEWCASTLE,H,2005-11-19,10.0,9.0
LIVERPOOL,PORTSMOUTH,H,2005-11-19,12.0,4.0
MANCITY,BLACKBURN,D,2005-11-19,7.0,7.0
SUNDERLAND,ASTONVILLA,A,2005-11-19,0.0,6.0
WESTBROM,EVERTON,H,2005-11-19,6.0,7.0
WIGAN,ARSENAL,A,2005-11-19,12.0,10.0
MIDDLESBROUGH,FULHAM,H,2005-11-20,7.0,7.0
TOTTENHAM,WESTHAM,D,2005-11-20,6.0,7.0
ARSENAL,BLACKBURN,H,2005-11-26,13.0,7.0
ASTONVILLA,CHARLTON,H,2005-11-26,6.0,3.0
MANCITY,LIVERPOOL,A,2005-11-26,4.0,12.0
PORTSMOUTH,CHELSEA,A,2005-11-26,3.0,10.0
SUNDERLAND,BIRMINGHAM,A,2005-11-26,0.0,3.0
WIGAN,TOTTENHAM,A,2005-11-26,9.0,6.0
EVERTON,NEWCASTLE,H,2005-11-27,10.0,9.0
FULHAM,BOLTON,H,2005-11-27,9.0,9.0
MIDDLESBROUGH,WESTBROM,D,2005-11-27,7.0,4.0
WESTHAM,MANUNITED,A,2005-11-27,7.0,10.0
SUNDERLAND,LIVERPOOL,A,2005-11-30,0.0,15.0
BLACKBURN,EVERTON,A,2005-12-03,4.0,12.0
BOLTON,ARSENAL,H,2005-12-03,12.0,10.0
CHELSEA,MIDDLESBROUGH,H,2005-12-03,12.0,7.0
LIVERPOOL,WIGAN,H,2005-12-03,15.0,6.0
MANUNITED,PORTSMOUTH,H,2005-12-03,12.0,3.0
NEWCASTLE,ASTONVILLA,D,2005-12-03,7.0,7.0
TOTTENHAM,SUNDERLAND,H,2005-12-03,8.0,0.0
WESTBROM,FULHAM,D,2005-12-03,5.0,7.0
CHARLTON,MANCITY,A,2005-12-04,0.0,7.0
BIRMINGHAM,WESTHAM,A,2005-12-05,3.0,7.0
BIRMINGHAM,FULHAM,H,2005-12-10,6.0,7.0
BLACKBURN,WESTHAM,H,2005-12-10,7.0,7.0
BOLTON,ASTONVILLA,D,2005-12-10,10.0,8.0
CHARLTON,SUNDERLAND,H,2005-12-10,3.0,0.0
CHELSEA,WIGAN,H,2005-12-10,12.0,3.0
LIVERPOOL,MIDDLESBROUGH,H,2005-12-10,15.0,4.0
NEWCASTLE,ARSENAL,H,2005-12-10,7.0,9.0
WESTBROM,MANCITY,H,2005-12-10,8.0,4.0
MANUNITED,EVERTON,D,2005-12-11,13.0,10.0
TOTTENHAM,PORTSMOUTH,H,2005-12-12,10.0,0.0
EVERTON,WESTHAM,A,2005-12-14,7.0,7.0
MANUNITED,WIGAN,H,2005-12-14,13.0,0.0
ASTONVILLA,MANUNITED,A,2005-12-17,8.0,13.0
EVERTON,BOLTON,A,2005-12-17,7.0,10.0
FULHAM,BLACKBURN,H,2005-12-17,7.0,4.0
MANCITY,BIRMINGHAM,H,2005-12-17,7.0,6.0
PORTSMOUTH,WESTBROM,H,2005-12-17,3.0,8.0
WESTHAM,NEWCASTLE,A,2005-12-17,6.0,7.0
WIGAN,CHARLTON,H,2005-12-17,3.0,3.0
ARSENAL,CHELSEA,A,2005-12-18,6.0,15.0
MIDDLESBROUGH,TOTTENHAM,D,2005-12-18,5.0,11.0
ASTONVILLA,EVERTON,H,2005-12-26,8.0,4.0
CHARLTON,ARSENAL,A,2005-12-26,3.0,6.0
CHELSEA,FULHAM,H,2005-12-26,15.0,7.0
LIVERPOOL,NEWCASTLE,H,2005-12-26,15.0,7.0
MANUNITED,WESTBROM,H,2005-12-26,13.0,5.0
MIDDLESBROUGH,BLACKBURN,A,2005-12-26,2.0,6.0
PORTSMOUTH,WESTHAM,D,2005-12-26,4.0,7.0
SUNDERLAND,BOLTON,D,2005-12-26,1.0,8.0
TOTTENHAM,BIRMINGHAM,H,2005-12-26,13.0,6.0
WIGAN,MANCITY,H,2005-12-26,6.0,6.0
ARSENAL,PORTSMOUTH,H,2005-12-28,6.0,4.0
BIRMINGHAM,MANUNITED,D,2005-12-28,4.0,11.0
EVERTON,LIVERPOOL,A,2005-12-28,1.0,15.0
FULHAM,ASTONVILLA,D,2005-12-28,5.0,6.0
MANCITY,CHELSEA,A,2005-12-28,6.0,15.0
WESTBROM,TOTTENHAM,H,2005-12-28,7.0,10.0
WESTHAM,WIGAN,A,2005-12-28,4.0,9.0
ASTONVILLA,ARSENAL,D,2005-12-31,6.0,7.0
CHARLTON,WESTHAM,H,2005-12-31,6.0,4.0
CHELSEA,BIRMINGHAM,H,2005-12-31,15.0,4.0
LIVERPOOL,WESTBROM,H,2005-12-31,15.0,6.0
MANUNITED,BOLTON,H,2005-12-31,13.0,8.0
MIDDLESBROUGH,MANCITY,D,2005-12-31,2.0,4.0
PORTSMOUTH,FULHAM,H,2005-12-31,7.0,4.0
SUNDERLAND,EVERTON,A,2005-12-31,1.0,3.0
TOTTENHAM,NEWCASTLE,H,2005-12-31,10.0,7.0
WIGAN,BLACKBURN,A,2005-12-31,9.0,9.0
BIRMINGHAM,WIGAN,H,2006-01-02,4.0,9.0
BLACKBURN,PORTSMOUTH,H,2006-01-02,12.0,7.0
BOLTON,LIVERPOOL,D,2006-01-02,6.0,13.0
EVERTON,CHARLTON,H,2006-01-02,6.0,6.0
FULHAM,SUNDERLAND,H,2006-01-02,7.0,1.0
NEWCASTLE,MIDDLESBROUGH,D,2006-01-02,7.0,3.0
WESTBROM,ASTONVILLA,A,2006-01-02,3.0,8.0
WESTHAM,CHELSEA,A,2006-01-02,1.0,15.0
ARSENAL,MANUNITED,D,2006-01-03,8.0,11.0
MANCITY,TOTTENHAM,A,2006-01-04,4.0,10.0
ARSENAL,MIDDLESBROUGH,H,2006-01-14,11.0,3.0
ASTONVILLA,WESTHAM,A,2006-01-14,8.0,4.0
BLACKBURN,BOLTON,D,2006-01-14,10.0,6.0
CHARLTON,BIRMINGHAM,H,2006-01-14,6.0,4.0
FULHAM,NEWCASTLE,H,2006-01-14,7.0,4.0
LIVERPOOL,TOTTENHAM,H,2006-01-14,13.0,9.0
MANCITY,MANUNITED,H,2006-01-14,4.0,8.0
PORTSMOUTH,EVERTON,A,2006-01-14,4.0,9.0
SUNDERLAND,CHELSEA,A,2006-01-15,1.0,15.0
WIGAN,WESTBROM,A,2006-01-15,6.0,6.0
BIRMINGHAM,PORTSMOUTH,H,2006-01-21,7.0,3.0
BOLTON,MANCITY,H,2006-01-21,6.0,4.0
EVERTON,ARSENAL,H,2006-01-21,12.0,8.0
MIDDLESBROUGH,WIGAN,A,2006-01-21,2.0,6.0
NEWCASTLE,BLACKBURN,A,2006-01-21,1.0,13.0
TOTTENHAM,ASTONVILLA,D,2006-01-21,7.0,6.0
WESTBROM,SUNDERLAND,A,2006-01-21,6.0,4.0
CHELSEA,CHARLTON,D,2006-01-22,13.0,7.0
MANUNITED,LIVERPOOL,H,2006-01-22,8.0,10.0
WESTHAM,FULHAM,H,2006-01-23,6.0,7.0
CHARLTON,WESTBROM,D,2006-01-31,8.0,4.0
FULHAM,TOTTENHAM,H,2006-01-31,9.0,7.0
SUNDERLAND,MIDDLESBROUGH,A,2006-01-31,3.0,5.0
WIGAN,EVERTON,D,2006-01-31,4.0,13.0
ARSENAL,WESTHAM,A,2006-02-01,5.0,9.0
ASTONVILLA,CHELSEA,D,2006-02-01,6.0,11.0
BLACKBURN,MANUNITED,H,2006-02-01,13.0,7.0
LIVERPOOL,BIRMINGHAM,D,2006-02-01,8.0,7.0
MANCITY,NEWCASTLE,H,2006-02-01,7.0,1.0
PORTSMOUTH,BOLTON,D,2006-02-01,4.0,6.0
BIRMINGHAM,ARSENAL,A,2006-02-04,7.0,7.0
BOLTON,WIGAN,D,2006-02-04,7.0,5.0
EVERTON,MANCITY,H,2006-02-04,13.0,6.0
MANUNITED,FULHAM,H,2006-02-04,7.0,9.0
MIDDLESBROUGH,ASTONVILLA,A,2006-02-04,4.0,8.0
NEWCASTLE,PORTSMOUTH,H,2006-02-04,4.0,1.0
WESTBROM,BLACKBURN,H,2006-02-04,7.0,10.0
WESTHAM,SUNDERLAND,H,2006-02-04,12.0,3.0
CHELSEA,LIVERPOOL,H,2006-02-05,11.0,5.0
TOTTENHAM,CHARLTON,H,2006-02-05,7.0,5.0
CHARLTON,LIVERPOOL,H,2006-02-08,8.0,4.0
ARSENAL,BOLTON,D,2006-02-11,7.0,7.0
ASTONVILLA,NEWCASTLE,A,2006-02-11,5.0,6.0
EVERTON,BLACKBURN,H,2006-02-11,13.0,7.0
FULHAM,WESTBROM,H,2006-02-11,9.0,7.0
MIDDLESBROUGH,CHELSEA,H,2006-02-11,6.0,8.0
PORTSMOUTH,MANUNITED,A,2006-02-11,1.0,9.0
WIGAN,LIVERPOOL,A,2006-02-11,5.0,4.0
MANCITY,CHARLTON,H,2006-02-12,9.0,5.0
SUNDERLAND,TOTTENHAM,D,2006-02-12,4.0,5.0
WESTHAM,BIRMINGHAM,H,2006-02-13,15.0,4.0
LIVERPOOL,ARSENAL,H,2006-02-14,7.0,4.0
BLACKBURN,SUNDERLAND,H,2006-02-15,9.0,4.0
TOTTENHAM,WIGAN,D,2006-02-19,6.0,6.0
NEWCASTLE,CHARLTON,D,2006-02-22,7.0,5.0
BIRMINGHAM,SUNDERLAND,H,2006-02-25,7.0,1.0
BLACKBURN,ARSENAL,H,2006-02-25,9.0,4.0
CHARLTON,ASTONVILLA,D,2006-02-25,5.0,6.0
CHELSEA,PORTSMOUTH,H,2006-02-25,8.0,1.0
NEWCASTLE,EVERTON,H,2006-02-25,10.0,10.0
BOLTON,FULHAM,H,2006-02-26,9.0,6.0
LIVERPOOL,MANCITY,H,2006-02-26,9.0,6.0
WESTBROM,MIDDLESBROUGH,A,2006-02-26,4.0,9.0
ASTONVILLA,PORTSMOUTH,H,2006-03-04,8.0,1.0
FULHAM,ARSENAL,A,2006-03-04,6.0,7.0
LIVERPOOL,CHARLTON,D,2006-03-04,10.0,6.0
MIDDLESBROUGH,BIRMINGHAM,H,2006-03-04,12.0,4.0
NEWCASTLE,BOLTON,H,2006-03-04,13.0,6.0
WESTBROM,CHELSEA,A,2006-03-04,4.0,10.0
WESTHAM,EVERTON,D,2006-03-04,13.0,8.0
MANCITY,SUNDERLAND,H,2006-03-05,9.0,1.0
TOTTENHAM,BLACKBURN,H,2006-03-05,8.0,6.0
WIGAN,MANUNITED,A,2006-03-06,3.0,12.0
BIRMINGHAM,WESTBROM,D,2006-03-11,4.0,4.0
BLACKBURN,ASTONVILLA,H,2006-03-11,9.0,7.0
BOLTON,WESTHAM,H,2006-03-11,8.0,10.0
CHELSEA,TOTTENHAM,H,2006-03-11,12.0,8.0
EVERTON,FULHAM,H,2006-03-11,10.0,3.0
PORTSMOUTH,MANCITY,H,2006-03-11,3.0,6.0
SUNDERLAND,WIGAN,A,2006-03-11,1.0,5.0
ARSENAL,LIVERPOOL,H,2006-03-12,7.0,10.0
CHARLTON,MIDDLESBROUGH,H,2006-03-12,6.0,9.0
MANUNITED,NEWCASTLE,H,2006-03-12,12.0,10.0
LIVERPOOL,FULHAM,H,2006-03-15,10.0,3.0
ARSENAL,CHARLTON,H,2006-03-18,9.0,6.0
BIRMINGHAM,TOTTENHAM,A,2006-03-18,4.0,8.0
BLACKBURN,MIDDLESBROUGH,H,2006-03-18,12.0,9.0
BOLTON,SUNDERLAND,H,2006-03-18,10.0,0.0
EVERTON,ASTONVILLA,H,2006-03-18,10.0,4.0
MANCITY,WIGAN,A,2006-03-18,6.0,7.0
WESTBROM,MANUNITED,A,2006-03-18,1.0,15.0
WESTHAM,PORTSMOUTH,A,2006-03-18,7.0,6.0
FULHAM,CHELSEA,H,2006-03-19,3.0,9.0
NEWCASTLE,LIVERPOOL,A,2006-03-19,7.0,10.0
ASTONVILLA,FULHAM,D,2006-03-25,5.0,4.0
CHELSEA,MANCITY,H,2006-03-25,12.0,3.0
LIVERPOOL,EVERTON,H,2006-03-25,10.0,7.0
SUNDERLAND,BLACKBURN,A,2006-03-25,0.0,12.0
WIGAN,WESTHAM,A,2006-03-25,7.0,7.0
CHARLTON,NEWCASTLE,H,2006-03-26,8.0,6.0
MANUNITED,BIRMINGHAM,H,2006-03-26,15.0,4.0
MIDDLESBROUGH,BOLTON,H,2006-03-26,9.0,9.0
TOTTENHAM,WESTBROM,H,2006-03-27,10.0,1.0
MANUNITED,WESTHAM,H,2006-03-29,15.0,4.0
ARSENAL,ASTONVILLA,H,2006-04-01,12.0,4.0
BIRMINGHAM,CHELSEA,D,2006-04-01,2.0,10.0
BOLTON,MANUNITED,A,2006-04-01,6.0,15.0
EVERTON,SUNDERLAND,D,2006-04-01,8.0,1.0
FULHAM,PORTSMOUTH,A,2006-04-01,4.0,9.0
NEWCASTLE,TOTTENHAM,H,2006-04-01,6.0,9.0
WESTBROM,LIVERPOOL,A,2006-04-01,1.0,12.0
MANCITY,MIDDLESBROUGH,A,2006-04-02,3.0,9.0
WESTHAM,CHARLTON,D,2006-04-02,4.0,8.0
BLACKBURN,WIGAN,D,2006-04-03,10.0,7.0
BIRMINGHAM,BOLTON,H,2006-04-04,5.0,6.0
CHARLTON,EVERTON,D,2006-04-08,8.0,8.0
PORTSMOUTH,BLACKBURN,D,2006-04-08,10.0,11.0
TOTTENHAM,MANCITY,H,2006-04-08,9.0,0.0
WIGAN,BIRMINGHAM,D,2006-04-08,8.0,5.0
ASTONVILLA,WESTBROM,D,2006-04-09,2.0,2.0
CHELSEA,WESTHAM,H,2006-04-09,10.0,4.0
LIVERPOOL,BOLTON,H,2006-04-09,15.0,3.0
MANUNITED,ARSENAL,H,2006-04-09,15.0,12.0
MIDDLESBROUGH,NEWCASTLE,A,2006-04-09,6.0,6.0
PORTSMOUTH,ARSENAL,D,2006-04-12,11.0,10.0
MANUNITED,SUNDERLAND,D,2006-04-14,13.0,2.0
ARSENAL,WESTBROM,H,2006-04-15,10.0,1.0
BOLTON,CHELSEA,A,2006-04-15,0.0,10.0
EVERTON,TOTTENHAM,A,2006-04-15,5.0,12.0
FULHAM,CHARLTON,H,2006-04-15,7.0,5.0
NEWCASTLE,WIGAN,H,2006-04-15,9.0,5.0
PORTSMOUTH,MIDDLESBROUGH,H,2006-04-15,11.0,6.0
WESTHAM,MANCITY,H,2006-04-15,7.0,0.0
ASTONVILLA,BIRMINGHAM,H,2006-04-16,5.0,5.0
BLACKBURN,LIVERPOOL,A,2006-04-16,8.0,15.0
CHARLTON,PORTSMOUTH,H,2006-04-17,8.0,8.0
CHELSEA,EVERTON,H,2006-04-17,13.0,2.0
MIDDLESBROUGH,WESTHAM,H,2006-04-17,9.0,4.0
SUNDERLAND,NEWCASTLE,A,2006-04-17,2.0,12.0
TOTTENHAM,MANUNITED,A,2006-04-17,9.0,13.0
WESTBROM,BOLTON,D,2006-04-17,2.0,1.0
WIGAN,ASTONVILLA,H,2006-04-18,5.0,5.0
BIRMINGHAM,BLACKBURN,H,2006-04-19,8.0,5.0
ARSENAL,TOTTENHAM,D,2006-04-22,8.0,7.0
BOLTON,CHARLTON,H,2006-04-22,4.0,5.0
EVERTON,BIRMINGHAM,D,2006-04-22,3.0,8.0
NEWCASTLE,WESTBROM,H,2006-04-22,15.0,2.0
PORTSMOUTH,SUNDERLAND,H,2006-04-22,8.0,2.0
FULHAM,WIGAN,H,2006-04-24,10.0,5.0
ASTONVILLA,MANCITY,A,2006-04-25,4.0,3.0
WESTHAM,LIVERPOOL,A,2006-04-26,4.0,15.0
BIRMINGHAM,NEWCASTLE,D,2006-04-29,6.0,13.0
CHARLTON,BLACKBURN,A,2006-04-29,4.0,5.0
CHELSEA,MANUNITED,H,2006-04-29,13.0,10.0
LIVERPOOL,ASTONVILLA,H,2006-04-29,15.0,4.0
MANCITY,FULHAM,A,2006-04-29,3.0,10.0
MIDDLESBROUGH,EVERTON,A,2006-04-29,6.0,5.0
WIGAN,PORTSMOUTH,A,2006-04-29,4.0,10.0
TOTTENHAM,BOLTON,H,2006-04-30,10.0,4.0
MANUNITED,MIDDLESBROUGH,D,2006-05-01,8.0,4.0
SUNDERLAND,ARSENAL,A,2006-05-01,2.0,8.0
WESTBROM,WESTHAM,A,2006-05-01,2.0,6.0
BLACKBURN,CHELSEA,H,2006-05-02,7.0,12.0
BOLTON,MIDDLESBROUGH,D,2006-05-03,5.0,5.0
MANCITY,ARSENAL,A,2006-05-04,3.0,11.0
SUNDERLAND,FULHAM,H,2006-05-04,4.0,9.0
ARSENAL,WIGAN,H,2006-05-07,13.0,3.0
ASTONVILLA,SUNDERLAND,H,2006-05-07,6.0,3.0
BLACKBURN,MANCITY,H,2006-05-07,9.0,3.0
BOLTON,BIRMINGHAM,H,2006-05-07,8.0,5.0
EVERTON,WESTBROM,D,2006-05-07,5.0,2.0
FULHAM,MIDDLESBROUGH,H,2006-05-07,12.0,5.0
MANUNITED,CHARLTON,H,2006-05-07,8.0,3.0
NEWCASTLE,CHELSEA,H,2006-05-07,13.0,9.0
PORTSMOUTH,LIVERPOOL,A,2006-05-07,9.0,15.0
WESTHAM,TOTTENHAM,H,2006-05-07,9.0,7.0
ARSENAL,ASTONVILLA,D,2006-08-19,11.0,4.0
BOLTON,TOTTENHAM,H,2006-08-19,10.0,4.0
EVERTON,WATFORD,H,2006-08-19,8.0,4.0
NEWCASTLE,WIGAN,H,2006-08-19,13.0,3.0
PORTSMOUTH,BLACKBURN,H,2006-08-19,9.0,9.0
READING,MIDDLESBROUGH,H,2006-08-19,3.0,2.0
SHEFFIELDUNITED,LIVERPOOL,D,2006-08-19,8.0,13.0
WESTHAM,CHARLTON,H,2006-08-19,9.0,3.0
CHELSEA,MANCITY,H,2006-08-20,9.0,3.0
MANUNITED,FULHAM,H,2006-08-20,10.0,9.0
TOTTENHAM,SHEFFIELDUNITED,H,2006-08-22,7.0,5.0
WATFORD,WESTHAM,D,2006-08-22,5.0,10.0
ASTONVILLA,READING,H,2006-08-23,7.0,3.0
BLACKBURN,EVERTON,D,2006-08-23,10.0,9.0
CHARLTON,MANUNITED,A,2006-08-23,0.0,10.0
FULHAM,BOLTON,D,2006-08-23,7.0,8.0
MANCITY,PORTSMOUTH,D,2006-08-23,1.0,10.0
MIDDLESBROUGH,CHELSEA,H,2006-08-23,5.0,6.0
CHARLTON,BOLTON,H,2006-08-26,3.0,8.0
FULHAM,SHEFFIELDUNITED,H,2006-08-26,7.0,2.0
LIVERPOOL,WESTHAM,H,2006-08-26,13.0,10.0
MANCITY,ARSENAL,H,2006-08-26,4.0,10.0
TOTTENHAM,EVERTON,A,2006-08-26,6.0,11.0
WATFORD,MANUNITED,A,2006-08-26,5.0,13.0
WIGAN,READING,H,2006-08-26,3.0,3.0
ASTONVILLA,NEWCASTLE,H,2006-08-27,10.0,10.0
BLACKBURN,CHELSEA,A,2006-08-27,7.0,6.0
MIDDLESBROUGH,PORTSMOUTH,A,2006-08-28,4.0,10.0
ARSENAL,MIDDLESBROUGH,D,2006-09-09,8.0,4.0
BOLTON,WATFORD,H,2006-09-09,10.0,4.0
CHELSEA,CHARLTON,H,2006-09-09,9.0,3.0
EVERTON,LIVERPOOL,H,2006-09-09,11.0,10.0
MANUNITED,TOTTENHAM,H,2006-09-09,15.0,3.0
NEWCASTLE,FULHAM,A,2006-09-09,7.0,10.0
PORTSMOUTH,WIGAN,H,2006-09-09,10.0,3.0
SHEFFIELDUNITED,BLACKBURN,D,2006-09-09,2.0,5.0
WESTHAM,ASTONVILLA,D,2006-09-10,8.0,11.0
READING,MANCITY,H,2006-09-11,6.0,4.0
BOLTON,MIDDLESBROUGH,D,2006-09-16,8.0,5.0
CHARLTON,PORTSMOUTH,A,2006-09-16,3.0,13.0
EVERTON,WIGAN,D,2006-09-16,11.0,4.0
SHEFFIELDUNITED,READING,A,2006-09-16,2.0,9.0
WATFORD,ASTONVILLA,D,2006-09-16,2.0,9.0
BLACKBURN,MANCITY,H,2006-09-17,5.0,4.0
CHELSEA,LIVERPOOL,H,2006-09-17,12.0,7.0
MANUNITED,ARSENAL,A,2006-09-17,12.0,8.0
TOTTENHAM,FULHAM,D,2006-09-17,4.0,8.0
WESTHAM,NEWCASTLE,A,2006-09-17,5.0,9.0
LIVERPOOL,NEWCASTLE,H,2006-09-20,7.0,6.0
ARSENAL,SHEFFIELDUNITED,H,2006-09-23,8.0,1.0
ASTONVILLA,CHARLTON,H,2006-09-23,11.0,3.0
FULHAM,CHELSEA,A,2006-09-23,8.0,12.0
LIVERPOOL,TOTTENHAM,H,2006-09-23,9.0,4.0
MANCITY,WESTHAM,H,2006-09-23,7.0,2.0
MIDDLESBROUGH,BLACKBURN,A,2006-09-23,5.0,8.0
READING,MANUNITED,D,2006-09-23,7.0,10.0
